temperature;humidity;precipitation;windSpeed
22.3;91;5.4;2.5
22.7;83;1.1;3.2
24.0;77;0;4.6
24.9;76;0;6.8
24.8;78;0.8;6.8
25.6;75;0;6.6
24.5;73;0;9.1
23.0;76;0;10.1
23.3;83;0.2;7.3
25.0;75;0;9.7
23.8;68;0;8.5
20.2;90;48.0;4.8
20.0;89;0;5.5
22.7;81;0;4.5
22.7;70;0;5.3
20.5;55;0;10.0
21.2;62;0;7.9
22.2;87;10.0;5.5
20.3;97;19.3;10.2
16.2;88;10.0;6.3
19.2;70;0;5.7
17.5;78;0;6.8
16.8;62;0;4.7
18.1;70;0;6.7
20.0;79;0;7.1
18.3;83;0;6.3
17.3;78;0;5.4
15.5;92;3.3;4.8
17.5;97;4.0;8.3
20.1;80;0;5.6
18.4;69;0;8.2
15.6;58;0;5.7
18.0;65;0;7.1
18.9;72;0;5.2
14.6;96;37.0;13.7
13.4;64;0;7.0
14.5;63;0;5.7
18.6;63;0;5.6
17.8;65;0;5.8
17.9;68;0;6.5
20.0;61;0;7.0
19.7;81;0;5.6
22.8;77;0;3.1
21.3;82;0;4.2
21.2;83;0;7.2
20.9;81;0;11.1
21.4;91;0.3;9.3
18.7;87;43.2;7.8
15.6;77;0;5.0
15.4;67;0;8.1
13.4;80;2.6;10.1
13.8;97;3.3;7.0
16.4;92;0;6.5
12.9;95;0;1.3
15.1;86;0;3.5
15.5;77;0;5.3
17.0;78;0;7.8
15.8;91;0.5;8.6
14.0;77;0;4.6
10.8;76;0;2.8
15.7;65;0;4.6
16.7;70;0;9.2
18.0;76;0;4.6
18.2;96;0.4;4.6
15.9;98;0.3;10.9
12.4;82;0;5.3
10.8;82;0;5.6
11.4;88;0;5.8
12.3;90;0;4.8
13.2;81;0;5.2
10.4;83;0.2;3.5
10.3;82;0;3.0
11.7;81;0;6.5
12.1;92;0;3.2
12.8;89;0;3.7
12.0;75;0;5.0
11.2;57;0;2.9
10.3;92;0;6.3
9.9;86;17.6;12.3
11.6;66;0;5.5
15.9;55;0;5.9
14.0;73;0;5.8
12.2;69;0;6.1
14.9;76;0;6.0
14.9;81;0;12.1
17.6;94;0;14.5
21.3;82;0;15.2
19.6;70;0;15.8
11.2;53;0;14.2
6.5;62;0;2.9
7.8;61;0;8.5
9.9;77;0;11.4
16.9;80;0;16.3
22.0;75;0;10.4
22.5;71;0;14.6
22.0;71;0;19.1
21.4;67;0;14.6
18.3;88;3.0;10.4
12.8;91;0;4.3
12.5;90;0;1.4
12.9;93;0;1.7
12.0;86;0;8.6
14.6;69;0;12.2
13.7;78;0;14.6
15.9;72;0;15.8
14.9;76;0;6.0
14.3;87;0.2;7.6
13.2;99;18.8;6.4
13.5;96;1.0;6.4
14.2;98;0;6.4
12.3;97;1.0;8.6
11.7;88;0;9.0
15.0;96;0;11.7
21.4;67;0;9.9
18.9;90;0;3.9
13.1;85;0.3;17.5
7.5;70;0;12.1
4.9;59;0;2.6
8.2;56;0;9.3
10.9;48;0;11.7
13.8;52;0;5.2
12.0;56;0;5.0
13.3;61;0;12.6
19.5;61;0;9.3
17.1;86;0;9.5
17.1;84;0;4.3
16.9;94;0;6.5
20.2;63;0;13.6
22.7;56;0;14.1
22.2;62;0;7.5
14.0;95;0;12.4
11.0;98;0;5.6
12.7;99;4.9;8.3
11.1;88;8.6;5.9
11.0;76;0;5.2
14.8;72;0;6.9
13.7;77;0;10.2
18.9;72;0;9.2
17.7;86;0.5;9.9
14.8;84;0;8.2
12.8;81;0;13.0
15.6;81;0.3;13.1
16.7;95;15.2;12.3
12.4;86;0;11.2
11.0;70;0;4.1
15.7;60;0;6.4
15.2;71;0;6.5
12.9;66;0;5.2
15.6;63;0;8.8
19.5;65;0;12.9
14.3;85;1.0;4.9
11.5;60;0;5.6
13.7;53;0;12.3
14.2;56;0;15.7
20.4;72;0.3;7.8
21.1;87;2.4;5.2
23.9;86;5.0;11.2
17.0;98;10.0;5.7
20.0;89;0;7.2
22.5;84;0;5.9
17.7;98;32.0;14.5
10.0;65;0;6.6
12.8;70;0;9.9
18.7;91;0;9.5
24.7;71;0;5.5
18.7;72;0.5;12.5
13.1;88;1.0;8.1
11.8;72;0;7.3
14.9;72;0;6.4
16.5;84;0;4.9
16.1;95;0;5.7
20.6;87;2.8;11.1
15.0;92;43.8;12.4
13.2;68;0;3.8
13.4;68;0;4.6
14.3;83;0;2.4
17.2;74;0;7.5
12.2;77;0;7.3
13.9;76;0;4.5
16.0;63;0;7.1
18.0;65;0;9.0
19.1;67;0;12.9
23.9;71;0;17.2
13.7;96;21.6;8.4
14.4;81;0;2.5
14.9;68;0;8.1
17.5;73;0;6.9
16.6;75;0;4.8
23.3;81;0.8;10.0
14.1;91;8.6;7.1
14.4;85;0;7.5
16.5;91;6.0;7.6
20.3;84;0;12.0
16.5;84;19.3;11.6
14.4;67;0;4.9
18.6;58;0;11.9
23.5;43;0;19.0
20.7;63;0;7.0
18.6;66;0;9.1
17.3;62;0;12.5
19.3;78;0;9.9
18.6;75;0;5.0
16.9;70;0;7.6
16.5;74;0.5;9.2
13.6;89;3.0;11.7
13.6;84;0;6.4
14.5;66;0;2.4
17.1;61;0;9.0
19.9;61;0;9.0
20.8;92;27.0;10.4
21.9;92;36.0;11.2
17.4;69;0;8.3
18.1;73;0;7.6
16.2;72;0.3;9.1
13.7;60;0;6.0
16.1;61;0;10.3
20.7;55;0;7.1
23.3;59;0;5.8
24.6;70;0;7.2
19.5;77;12.5;9.0
19.0;71;0;7.5
21.5;75;0.3;6.9
20.1;63;0.2;7.5
20.7;47;0;11.1
22.1;41;0;16.1
17.2;87;48.8;6.1
19.4;77;2.1;7.7
17.9;58;0.5;5.7
21.3;49;0;4.9
23.3;57;0;7.3
20.7;75;3.3;6.3
20.2;77;0;6.1
20.3;60;0;4.8
21.5;61;0;5.1
20.3;53;0;6.5
22.9;38;0;5.5
26.1;47;0;7.4
24.5;51;0;11.1
29.3;53;4.6;14.4
18.3;63;5.9;7.3
20.5;63;0;7.8
17.6;40;0;9.0
21.3;46;0;10.3
21.4;64;1.6;9.7
19.1;70;10.4;6.6
19.0;53;0;12.0
24.8;46;0;10.3
17.0;57;4.7;6.3
18.7;64;0.3;4.8
22.1;53;0;4.4
23.0;57;0;9.1
20.4;50;0;10.1
25.1;62;0;9.4
25.4;49;0;8.6
24.7;59;0;7.2
22.3;83;1.7;5.0
21.9;89;1.8;6.2
21.8;73;0;4.2
22.8;66;0;9.0
25.2;61;0;2.9
28.0;52;0;4.8
28.7;48;0;6.6
28.9;52;0;4.9
25.7;50;0;9.7
21.7;43;0;6.0
23.2;45;0;9.1
27.4;60;7.0;9.1
24.6;60;0;6.0
26.9;48;0;8.5
29.8;61;9.0;14.7
20.4;69;30.5;12.8
18.3;49;0;8.8
20.8;79;8.0;9.2
24.7;66;0;7.0
27.6;76;0.3;5.8
30.1;68;0;6.4
23.6;83;17.0;9.1
20.2;59;0;7.3
25.0;43;0;7.5
27.4;49;0;6.3
28.1;60;0;7.6
28.3;66;0;4.7
27.3;65;0;4.0
30.4;48;0;6.0
22.3;84;3.1;8.9
