temperature;humidity;precipitation;windSpeed
13.7;71;0;9.9
14.3;91;11.0;4.9
16.7;94;0;3.8
18.5;81;0;7.3
19.4;87;0;7.6
21.8;82;0;6.5
14.0;79;16.0;8.3
12.6;87;0;7.8
12.8;88;0;10.0
10.7;83;0;5.1
12.8;88;0;8.8
6.5;59;0;6.7
7.4;56;0;5.4
8.1;63;0;3.7
12.8;65;0;5.0
11.9;76;0;5.1
12.1;85;0;5.5
8.8;79;0;3.3
11.1;74;0;6.6
12.7;76;0;12.5
15.2;92;0;4.9
14.4;69;0;5.4
12.0;55;0;5.9
13.2;60;0;6.6
13.8;57;0;17.1
18.1;77;0;11.8
19.2;89;0;5.0
17.7;95;0;7.6
14.4;92;0;12.2
7.6;83;0;7.0
9.7;66;0;10.3
10.8;90;5.5;7.4
14.7;98;0;9.0
18.8;91;0.9;11.1
13.6;96;0;4.4
14.3;83;0;4.6
12.7;68;0;5.6
11.6;61;0;6.0
16.1;70;0;8.3
19.1;75;0;8.2
11.1;73;0;10.9
5.3;69;0;2.1
10.3;64;0;9.4
5.2;66;0;16.2
6.5;65;0;9.4
5.5;65;0;3.0
7.7;56;0;4.2
9.5;62;0;12.0
9.7;64;0;11.3
15.2;63;0;4.6
16.4;61;0;6.4
17.7;65;0;10.1
20.2;68;0;13.0
18.8;75;0;8.4
12.2;93;0;15.4
10.4;79;0;7.0
9.1;86;0;5.1
11.0;80;0;7.3
15.7;73;0;5.4
16.6;42;0;11.7
19.3;62;0.3;12.2
11.6;68;6.2;9.6
10.1;58;0;5.3
9.4;60;0;7.1
12.3;49;0;8.0
12.1;64;0;11.6
5.7;62;0;7.5
6.4;51;0;7.6
8.9;56;0;12.2
11.0;56;0;8.4
11.9;53;0;9.7
13.3;64;0;9.8
19.2;59;0;9.0
20.2;67;0;9.4
21.1;73;0;10.4
7.5;50;0;9.9
5.9;52;0;5.1
7.8;61;0;4.9
9.0;62;0;7.3
6.5;54;0;1.8
7.8;50;0;13.7
15.8;43;0;12.0
18.1;39;0;13.4
20.2;40;0;10.0
21.5;49;0;6.4
22.7;44;0;7.4
21.1;57;0;9.9
11.9;57;0;9.4
11.7;48;0;11.4
16.5;46;0;11.4
22.8;51;0;13.0
26.0;67;0.2;9.3
21.4;67;0;7.9
24.7;58;0;18.8
29.4;50;0;18.9
31.5;41;0;10.9
18.6;81;1.3;17.4
11.0;94;4.2;13.6
10.2;90;1.4;12.0
9.4;86;0.3;16.7
9.1;90;0;14.4
8.5;70;0;7.8
12.2;51;0;5.0
14.1;42;0;12.0
17.4;44;0;6.6
13.8;63;0;13.8
10.9;81;9.9;5.4
8.7;80;3.9;5.5
9.8;65;0;6.1
12.4;61;0;10.7
15.4;57;0;10.6
16.5;61;0;7.4
13.8;80;0;18.5
11.7;66;0.2;7.4
12.4;69;0;7.4
11.9;73;0;5.4
16.5;62;0;9.0
16.0;77;0;10.8
15.4;71;0;8.9
16.7;60;0;7.5
18.5;51;0;9.7
19.0;45;0;12.1
20.4;43;0;14.2
23.9;63;1.0;8.4
22.5;78;30.0;6.9
20.8;82;18.3;9.4
19.0;88;0;4.6
20.5;84;0;4.3
23.1;67;0;5.8
24.5;58;0;8.4
24.1;49;0;7.1
23.6;60;0;3.8
22.0;55;0;6.7
25.0;47;0;14.3
26.1;61;0;10.5
18.7;53;0;11.3
19.6;61;0;12.1
23.3;65;0;12.9
17.4;55;0;10.9
16.0;61;6.1;9.0
18.5;87;15.3;4.4
20.3;67;0;10.0
20.1;50;0;12.6
21.5;45;0;11.4
22.5;53;0;13.5
20.9;87;2.3;10.3
19.1;97;51.0;14.2
20.2;77;0;10.3
18.9;62;0;6.3
20.9;52;0;8.4
21.3;59;0;15.2
22.0;62;0;8.8
23.9;74;0.4;9.2
18.1;95;40.4;10.6
21.1;85;9.5;10.7
21.9;88;21.1;10.8
20.1;78;0;6.5
21.3;61;0;5.6
23.9;56;0;14.5
25.4;62;0;18.0
19.3;69;18.7;11.1
18.8;58;0;4.5
20.7;60;0;9.5
23.6;61;0;5.3
24.7;74;0;8.3
22.4;77;0;6.2
22.8;67;0;7.4
23.3;61;0;8.9
23.9;60;0;9.6
26.1;67;0;12.2
20.6;88;35.8;9.5
22.1;88;1.5;7.6
18.6;85;23.7;8.2
19.5;76;0;2.9
22.8;65;0;4.4
24.4;48;0;8.8
24.9;66;0;5.1
25.8;70;0;7.9
22.9;60;0;5.6
24.5;65;0;7.3
25.6;46;0;10.0
21.8;60;0;7.6
23.9;64;0;8.1
27.6;63;33.4;12.2
24.1;79;0.6;8.6
22.1;71;0;6.2
22.8;68;0;5.5
23.7;62;0;2.9
24.8;57;0;3.6
27.1;53;0;3.1
28.9;50;0;3.9
29.5;56;3.6;5.3
29.2;53;0;4.4
29.4;52;0;6.7
28.5;53;0;6.3
28.1;53;0;5.9
28.8;60;0;4.9
29.5;55;0;5.3
30.1;52;0;4.4
28.4;48;0;4.2
30.0;42;0;5.2
32.6;62;0;7.5
27.9;77;12.0;6.2
30.3;72;2.9;4.4
29.0;66;0;3.7
30.2;70;31.9;4.5
24.1;89;17.6;4.6
