temperature;humidity;precipitation;windSpeed
26.6;59;0;7.3
24.3;80;6.0;5.1
26.0;70;0;7.5
18.3;61;4.1;9.0
18.5;55;0;4.8
21.0;51;0;7.2
23.1;53;0;4.7
23.3;58;0;10.9
25.3;55;0;4.2
25.2;57;0;6.8
25.7;38;0;6.5
25.5;41;0;5.0
26.5;50;0;6.6
25.0;57;0;6.5
25.5;51;0;9.3
22.5;48;0;7.8
20.7;56;0;10.5
21.2;68;0;9.8
20.8;73;0;9.6
21.2;69;0;8.0
21.4;64;0;6.5
26.3;49;0;5.3
28.8;36;0;4.6
30.3;37;0;9.0
29.1;43;0;14.9
26.2;78;38.5;5.2
20.0;88;14.7;9.7
18.0;61;0;7.9
19.3;57;0;5.6
23.2;63;0;9.2
26.0;58;0;2.8
24.7;53;0;7.8
24.2;62;0;4.2
25.7;47;0;5.2
26.4;43;0;8.3
