temperature;humidity;precipitation;windSpeed
17.3;85;0.1;4.5
17.3;88;0;9.8
14.9;68;0;7.7
12.8;59;0;5.8
13.8;57;0;4.0
13.6;56;0;3.6
13.9;58;0;4.5
14.8;59;0;4.7
14.8;73;0;6.4
15.8;82;0;10.6
16.2;84;0;7.5
14.9;92;0;12.4
11.4;78;10.1;5.3
11.0;83;0;8.3
14.4;88;0;7.4
17.1;87;0;5.3
18.9;88;0;4.7
18.5;94;0.3;6.2
19.2;89;0;8.1
17.0;97;19.7;9.7
13.1;98;0.3;4.1
13.9;74;0;2.7
14.9;76;0;5.8
13.8;85;0;7.6
15.5;95;0.2;8.2
13.4;99;46.6;16.1
11.2;82;0;10.3
10.6;81;0;6.8
10.1;76;0;6.9
11.5;77;0;7.4
14.9;83;0;4.6
14.0;88;0.2;4.9
14.0;82;0;5.4
15.4;71;0;7.4
14.7;73;0;5.5
13.6;78;0;8.8
9.2;73;0;7.9
9.3;70;0;8.9
10.4;88;0;8.5
13.0;94;0;4.4
15.6;93;0;10.8
17.7;86;0.2;7.6
10.9;96;0;7.6
12.0;90;0;5.2
12.8;96;0.6;8.4
14.2;89;0.3;7.0
10.8;68;0;5.7
10.4;50;0;2.7
10.6;48;0;5.3
11.8;41;0;12.0
14.1;71;0;13.3
13.6;64;0;10.1
10.7;42;0;9.9
10.4;77;0;8.2
8.8;88;2.0;10.1
8.2;73;0;4.6
8.5;88;0;7.8
14.3;87;0;7.1
14.1;92;0;9.0
19.1;80;0;5.6
20.5;74;0;12.4
22.0;66;0;14.7
20.7;78;0;6.2
17.0;94;0;7.9
12.1;77;0;8.2
11.9;59;0;5.7
12.7;70;0;7.2
13.3;77;0;10.0
16.5;77;0;16.3
7.6;56;0;7.1
6.1;60;0;5.0
5.9;69;0;5.9
3.9;83;0;6.3
3.0;78;0;4.8
4.7;66;0;10.0
4.2;99;4.1;10.7
6.1;92;4.7;2.8
8.7;64;0;6.0
9.3;70;0;4.7
7.1;69;0;5.2
8.6;59;0;11.3
8.2;82;0;7.0
8.3;75;0;7.3
11.0;62;0;5.8
12.4;57;0;11.0
13.0;59;0;7.5
11.8;64;0;9.6
14.8;90;7.7;11.5
9.4;60;0;6.7
7.1;67;0;4.9
7.2;63;0;5.0
4.5;66;0;5.5
3.7;72;0;5.3
5.1;83;0;8.5
8.7;75;0;6.4
12.0;72;0;3.8
9.6;76;0;6.0
11.0;67;0;5.1
12.8;49;0;8.4
8.6;73;0;7.7
11.2;72;2.2;18.2
5.9;75;0;8.6
4.7;79;0;5.0
7.7;74;0;11.9
10.6;71;0;8.9
16.1;69;0;11.0
17.7;75;0;7.2
17.0;59;0;7.1
15.0;45;0;6.6
17.7;61;0;7.1
21.9;60;0;7.5
20.6;68;0;14.9
14.4;52;0;8.8
13.2;57;0;6.6
11.3;90;0;7.2
15.6;83;0;6.2
18.0;84;0;12.0
16.0;59;0;11.4
9.7;74;0;6.9
12.6;97;1.4;11.7
10.5;97;7.9;18.2
8.8;99;18.3;6.7
8.7;92;0.5;7.8
12.0;74;0;8.9
14.9;66;0;4.3
16.1;67;0;6.6
17.3;61;0;8.0
17.6;61;0;9.4
19.4;70;0;9.2
21.0;78;4.3;9.9
16.7;74;18.0;8.0
13.7;74;0;8.0
12.2;92;0;16.5
13.0;69;0;5.3
15.1;61;0;5.9
17.0;57;0;5.3
14.5;55;0;8.0
13.3;58;0;11.3
16.8;57;0;8.2
20.3;66;0;6.9
21.0;71;0;8.6
18.3;82;0;9.2
17.2;77;0;8.2
15.5;76;0;6.6
17.8;78;0.8;6.6
19.0;67;0;9.9
16.1;89;22.5;7.5
12.9;81;0;5.1
14.2;84;0;8.0
12.3;68;0;5.9
10.9;90;8.1;7.2
11.0;61;0;4.7
14.4;50;0;7.6
17.0;53;0;5.6
19.1;56;0;7.6
20.2;79;4.4;12.3
17.3;71;0;10.5
15.2;69;0;5.9
17.5;72;0;8.2
17.5;66;0;9.6
17.4;56;0;9.0
19.0;62;0;8.6
17.0;83;29.6;6.7
18.8;92;0.2;7.8
13.9;91;0;7.7
15.4;80;0;6.3
14.4;67;0;5.8
17.3;55;0;7.6
19.5;56;0;6.0
20.4;56;0;8.2
23.1;64;0;8.4
19.5;71;0;8.4
15.6;55;0;7.8
16.2;75;1.2;4.2
17.7;59;0;6.4
19.7;48;0;6.9
17.9;55;0;8.5
20.9;53;0;10.9
13.2;78;14.3;10.6
14.6;56;0;5.1
19.0;51;0;7.3
19.3;55;0;3.2
22.9;53;0;6.3
24.2;53;0;8.6
19.5;76;2.5;5.7
19.5;61;0;4.8
23.0;46;0;5.5
26.4;49;0;16.3
15.4;80;12.4;14.9
15.2;65;2.8;7.8
18.1;57;0;6.3
18.3;57;0;7.1
19.4;50;0;8.6
19.5;51;0;7.0
19.5;61;0;5.6
20.3;62;0;6.8
19.1;66;0;5.1
18.8;61;0;7.0
21.6;60;0.5;4.2
18.7;83;0.2;4.7
22.5;62;0;5.1
24.9;50;0;6.4
22.0;73;0;8.1
21.8;72;0;4.7
22.6;63;0;5.6
24.9;49;0;5.2
26.0;46;0;5.3
23.0;72;6.8;8.7
21.8;57;2.4;8.5
20.0;52;0;4.6
23.4;60;0;6.5
24.7;52;0;9.5
22.1;79;6.0;5.0
24.4;60;0;8.3
23.2;61;0;6.9
24.1;57;0;8.6
25.7;55;0;6.6
25.7;58;0;8.7
22.9;41;0;8.6
23.6;33;0;11.0
26.1;63;2.8;10.4
23.1;78;2.5;10.4
15.6;70;6.1;8.0
18.5;52;0;5.0
22.4;43;0;7.5
24.3;42;0;7.8
25.4;48;0;8.0
28.1;54;0;9.3
20.4;86;8.5;11.5
19.2;96;24.0;0.5
23.9;77;0;10.3
27.6;52;0;5.3
28.6;53;0;5.3
27.3;75;0.2;9.3
25.0;82;2.6;4.7
26.8;59;0;5.7
29.5;41;0;6.4
29.7;41;0;6.4
29.0;41;0;8.0
26.4;52;0;8.5
26.0;51;0;9.3
25.7;70;9.0;6.2
