temperature;humidity;precipitation;windSpeed
23.2;58;0;5.0
24.2;60;0;3.7
23.6;65;0;4.9
24.9;54;0;3.8
27.1;51;0;5.4
26.7;50;0;7.9
26.7;62;0;13.0
23.5;90;46.1;10.1
16.6;93;13.5;9.2
17.5;87;0;6.2
17.9;72;0;6.5
18.7;63;0;6.2
20.2;59;0;6.3
21.0;58;0;6.4
23.5;55;0;7.4
24.1;61;0;6.3
24.9;69;0.2;6.0
22.2;67;0;3.4
25.8;55;0;7.9
27.1;57;0;14.3
22.4;85;34.5;6.8
21.7;77;0;7.3
20.2;52;0;9.1
20.7;58;0;9.1
23.3;53;0;3.4
25.9;54;0;4.9
26.8;56;0;9.0
25.2;65;0;7.0
21.9;77;0.6;6.8
23.6;62;0;4.7
26.0;43;0;10.1
24.0;79;22.2;9.9
24.7;80;1.3;3.8
25.7;80;0;6.4
30.9;75;0;14.4
21.1;61;41.9;8.1
21.6;57;0;2.6
24.9;59;0;9.0
27.6;70;0.2;9.5
22.2;67;0;4.8
26.3;65;0.1;7.2
25.9;46;0;6.5
25.9;56;0;10.0
25.6;64;0.2;7.3
24.4;79;26.3;9.0
20.9;79;11.2;8.8
20.2;90;46.5;11.6
23.0;93;73.3;9.9
21.7;80;10.2;7.4
22.2;68;0;7.5
24.7;63;0;10.9
25.8;71;0;10.9
31.4;66;0;12.5
24.1;54;0;16.9
21.4;59;0;7.7
20.0;57;0;5.4
21.4;61;0;5.4
23.8;66;0;7.0
26.4;71;0;9.8
25.1;74;23.5;11.9
