temperature;humidity;precipitation;windSpeed
16.2;77;0;5.6
16.4;60;0;5.9
18.2;64;0;4.6
20.5;66;0;4.9
19.1;65;0;6.6
16.6;72;0;5.2
16.8;69;0;6.1
18.6;64;0;8.4
20.0;67;0;7.2
23.1;73;0;4.4
24.6;84;0;7.4
26.1;76;0;6.3
24.8;90;0;3.4
25.8;81;0;3.3
25.4;83;0;8.1
23.6;74;1.5;7.0
15.6;72;0;6.1
17.3;66;0;3.0
18.7;66;0;2.4
19.7;68;0;3.8
21.5;68;0;5.6
22.7;69;0;7.2
18.8;78;0;6.0
18.2;71;0;4.1
19.4;68;0;4.6
23.9;63;0;5.5
19.4;81;21.4;8.6
17.2;75;0;5.0
18.9;79;0;4.6
20.7;75;0;4.2
23.4;75;0;3.0
21.7;73;0;6.0
16.6;69;0;5.3
14.3;81;2.8;3.2
15.5;84;2.1;3.5
14.2;94;25.8;7.5
17.5;97;13.2;8.3
18.6;94;2.3;9.2
17.1;89;0;4.2
16.8;84;0;3.1
17.8;83;0;4.6
16.7;59;0;6.2
16.6;64;0;4.9
19.8;78;0;6.1
21.0;85;0;6.3
22.2;88;0;4.5
20.8;99;84.2;11.4
19.6;81;0;6.1
16.0;80;0;8.7
17.1;84;3.4;7.7
18.2;94;0.8;9.4
16.4;79;0;8.4
13.9;71;0;3.2
15.6;69;0;2.8
15.8;66;0;5.0
15.8;71;0;6.2
14.8;76;0;6.7
17.1;83;0;8.4
19.4;84;0;8.7
20.3;88;0;6.4
16.0;94;0;5.1
15.6;96;3.3;7.4
15.4;92;0;9.9
14.0;90;0;7.4
13.2;78;0;2.7
12.8;79;0;3.9
14.0;86;0;7.1
16.2;88;0;4.1
13.2;95;0;3.2
15.2;91;0.2;3.8
15.2;81;0;7.6
14.7;78;0;5.1
13.9;83;0;2.7
14.5;94;3.5;3.1
15.0;89;0;1.8
16.1;80;0;4.6
15.1;80;0;11.2
16.5;80;0;11.5
18.6;76;0;9.1
17.0;73;0;6.4
12.9;68;0;4.3
14.1;81;0;5.2
16.4;94;0;5.1
19.8;86;0;7.8
20.4;91;0;5.0
20.5;96;6.5;8.1
17.1;91;0;9.6
13.4;99;29.8;10.2
12.5;99;11.4;1.9
11.2;97;9.8;1.5
13.0;81;2.4;3.9
12.6;66;0;3.2
12.5;73;0;6.2
14.5;80;0;4.3
20.5;84;0;5.1
23.0;80;0;7.4
19.8;90;0;16.0
11.8;54;0;8.7
8.7;59;0;8.9
12.2;59;0;8.5
13.7;91;0;4.9
14.1;94;0;11.9
10.0;84;0;7.0
8.2;73;0;5.6
10.7;76;0;4.4
7.8;59;0;4.2
7.9;70;0;4.6
4.3;66;0;4.8
6.2;64;0;4.7
8.2;65;0;7.6
10.8;59;0;7.0
16.2;62;0;5.0
18.1;70;0;4.7
18.9;71;0;6.7
16.7;92;0;8.2
11.2;87;0;4.8
11.0;78;0;3.4
12.4;66;0;4.8
11.8;67;0;7.6
12.4;64;0;9.1
14.8;76;0;5.4
14.3;85;0;4.7
18.7;82;0;13.9
21.7;69;0;14.7
12.6;54;0.3;11.4
10.0;73;0.5;15.6
9.1;79;0.3;7.3
8.2;98;40.2;9.7
10.2;97;0.4;4.7
11.5;85;0;4.8
10.9;87;0.4;4.4
10.8;86;0;2.0
12.0;84;0;3.7
16.5;81;0;9.7
12.3;56;0;9.6
9.5;58;0;3.8
9.9;58;0;2.8
11.4;58;0;9.2
13.5;55;0;13.8
18.3;60;0;7.1
15.1;75;0;12.5
12.0;73;0;14.3
8.8;93;6.1;9.4
9.5;76;0;5.8
12.2;75;0;5.4
12.2;73;0;9.2
6.4;68;0;6.7
6.4;62;0;8.6
10.5;67;0;5.7
17.6;71;0;5.4
17.8;77;0;7.3
10.8;80;0;7.5
8.6;66;0;5.6
9.1;67;0;6.6
10.7;64;0;9.3
13.7;59;0;4.9
13.5;58;0;8.0
15.1;59;0;10.8
16.8;70;13.3;9.0
18.7;85;0;7.4
21.0;77;0;10.6
22.7;68;0;12.9
20.9;63;0;11.9
13.4;75;3.3;6.2
12.1;57;0;3.5
13.4;53;0;8.4
13.0;59;0;7.8
6.6;61;0;3.1
9.7;43;0;8.4
9.8;56;0;9.1
11.3;75;0;6.2
15.5;84;0;5.8
14.2;83;0;6.0
14.4;97;57.0;12.0
14.5;89;0;2.0
13.1;88;0;10.0
12.2;64;0;5.0
13.9;55;0;8.2
17.6;68;0;8.0
21.3;72;0;12.5
16.7;67;0;7.6
14.9;54;0;3.4
17.2;50;0;8.8
12.6;55;0;10.6
11.4;44;0;2.8
15.4;46;0;5.0
15.6;50;0;11.8
15.8;52;0;8.9
18.8;44;0;4.4
21.3;36;0;2.6
22.0;41;0;8.8
20.5;52;0;14.0
19.8;58;0;8.8
24.6;49;0;14.5
28.6;50;0;14.3
21.2;83;0.3;17.6
14.7;67;0.5;11.2
13.7;75;0;6.9
14.0;92;4.1;10.5
14.6;72;0;5.9
15.6;50;0;6.5
19.8;66;0;6.1
18.1;76;4.8;7.7
22.2;67;0;9.0
27.2;59;0;11.8
30.2;57;0;10.3
31.3;68;0;9.1
20.9;81;28.6;8.9
13.4;73;2.4;7.7
9.8;92;1.2;6.2
14.0;95;1.7;3.7
17.5;92;3.5;4.7
17.0;70;0;6.4
19.2;53;0;6.7
15.9;86;7.0;3.1
15.8;69;0;5.0
16.0;84;0.3;4.6
18.9;67;0;4.1
20.8;58;5.5;8.5
21.7;66;0;8.8
22.9;47;0;12.1
23.7;74;0;10.9
22.6;81;0;9.5
20.6;86;15.0;7.7
18.8;85;2.5;8.5
18.8;70;0;11.7
19.9;83;0;7.1
21.9;89;5.3;5.9
20.5;71;0;7.5
20.7;94;11.9;4.8
21.0;76;0;6.9
22.7;63;0;5.0
23.6;52;0;5.4
24.1;53;0;9.4
23.8;76;0;6.8
23.0;73;0;9.9
23.6;67;0;10.5
23.9;77;7.8;6.9
23.9;74;0;5.9
25.6;60;0;9.4
27.6;49;0;8.1
23.9;58;2.7;7.7
25.7;52;0;8.1
22.9;69;0.5;3.7
22.4;67;0;6.8
28.5;43;0;6.3
25.6;80;0;7.0
25.6;77;0;9.1
20.3;60;0;11.1
21.9;53;0;14.0
19.0;84;19.1;8.3
21.2;78;0;9.1
19.9;51;0;4.0
22.3;56;0;11.1
24.9;58;0;8.4
22.7;62;17.5;6.5
21.4;44;0;7.8
19.5;50;0;5.8
20.2;64;0;6.0
20.5;74;2.8;5.9
17.6;59;0;7.8
28.2;52;0;6.2
24.3;46;0;8.7
24.7;56;0;3.5
25.5;57;0;3.8
28.5;50;0;4.5
29.1;51;2.0;9.2
24.1;55;8.4;9.9
21.3;47;0;9.1
20.0;80;90.6;9.5
23.0;84;47.7;5.6
23.3;74;0;6.3
25.2;57;0;5.9
24.8;55;0;9.7
25.5;52;0;7.8
21.6;86;15.5;10.5
20.3;74;0;8.1
19.6;52;0;5.1
21.6;50;0;7.6
25.1;55;0;11.7
24.4;56;0;10.1
22.6;79;2.1;8.9
28.1;78;0;8.3
29.9;72;0;6.6
28.7;77;0;7.8
27.0;88;0;5.8
26.8;80;0;9.2
