temperature;humidity;precipitation;windSpeed
8.1;76;0;4.7
8.4;70;0;4.5
11.3;69;0;4.5
11.3;82;0;8.1
9.7;95;0;3.8
11.7;84;0;10
12.6;96;0;6.9
13.1;91;0;5
11.7;85;0;6
9.7;84;0;15.3
6;75;0;9.3
7.8;83;0;6.6
5.1;75;0;4.7
7.3;72;0;11.2
10.3;76;0;8.3
12.2;69;0;5.1
9.7;51;0;4.5
12;68;0;7.3
13.6;66;0;7.9
16.5;73;0;11.8
19.7;73;1.7;7.9
18.4;75;0;11.6
20.9;58;0;13.3
14.1;59;0;8.8
10.7;59;0;9.8
18.3;70;0;6.9
16.5;95;1.4;9.4
12.4;99;22.3;11.8
11.8;84;0;4.1
7.3;93;0;9.2
10.3;66;0;10.2
7.3;65;0;8.4
9;66;0;4.4
11.1;52;0;8.7
12.4;49;0;9.7
16.4;53;0;9.1
20.8;53;0;7.8
18.6;65;0;7.5
14.1;88;6.8;8.8
11.4;72;0;10.2
6.5;55;0;9.1
5.9;68;0;8.3
7;59;0;4.5
9.6;52;0;10.1
12.3;56;0;4.3
13.2;55;0;5.5
12.6;58;0;6.5
12.3;58;0;6.9
14.8;58;0;8.3
14;81;0;8.4
18;68;0;9.7
22.3;61;0;8.6
19.1;76;6.1;14.4
9.4;87;4.9;9.8
5.9;71;0;4.2
9.5;56;0;3.2
10.3;73;0;5.5
11.2;73;0;4.3
13;72;0;3.9
14.5;64;0;7.8
16.9;69;0;10.5
19.6;70;0;11
23.9;68;0;7
20.5;82;0;9.2
15.5;58;0;7.8
15;57;0;8.3
16;61;0;9.1
11.9;39;0;7.6
11.5;52;0;11.5
11.4;55;0;3.2
14.5;39;0;6.9
14.7;45;0;8.6
17.5;49;0;6.8
18.5;60;0;8.9
20.8;62;0;11
25.1;53;0;12.2
24.1;70;8;9.4
17.4;95;29.2;7.6
16.4;89;0;5.1
18.2;88;0;7.7
15.8;89;0;8
17.6;82;0;8.2
16.2;97;3.5;10.6
13.4;93;5.4;11.7
14.1;81;0;14.3
13.7;85;0;7.3
15.3;76;0;12.4
22.7;69;0;8.7
20.3;80;6.5;13.4
13.8;53;0;6.8
14.4;46;0;4.1
16.5;47;0;8.4
18.2;57;0;5.3
18.9;79;0;9.3
18.5;85;0;8.9
19;81;0;10.9
12.6;66;0;6
12.2;78;0;5.9
14.4;82;0;6
17.4;68;0;7.5
17.3;66;0;9.3
20.7;63;0;7.2
22.3;65;0;6.9
18.8;85;1;5.9
18.5;77;0;10.2
19.7;86;0;9.8
16.9;61;0;8.4
18;72;4;9.1
12.6;58;0;5.9
15.3;48;0;5.2
16.4;50;0;6.7
16.5;58;0;9.5
13.2;59;0;8.4
15.5;55;0;5.9
18;63;0;6.7
17.5;85;0;6.1
18;77;0;7
21.2;61;0;8.1
18;94;29.3;4.5
18.9;79;0;11.1
14.6;61;0;8.5
14.2;47;0;6
17.1;47;0;4.2
19;49;0;6
20.5;52;0;5.2
20.7;50;0;5.2
22.2;48;0;7.2
21.5;56;1.2;7.2
18.7;81;14.3;7.5
17.8;55;0;7.4
23.9;41;0;7.5
21.8;42;0;7.3
25.4;50;0;9
27.7;37;0;11.3
26.3;45;0;6.5
28.3;57;0;7.2
27;65;4.3;6.2
22;94;6.7;7.7
19.3;92;0;4.6
21.8;71;0;3.5
25.2;69;0;10.5
19;88;39;9.7
17.1;67;11;6
20.8;63;0;4.9
23.5;55;0;4.1
24.4;53;0;5.7
23.2;59;0;8.8
22.5;53;0;10
22.9;51;0;11.2
24.8;64;0;12.4
21.9;63;32.4;6.4
23.6;70;0;9.2
18.2;69;0;12.7
15.6;57;0;6.1
18.7;44;0;1.9
23.2;45;0;3.5
25.2;49;0;5.9
26.5;44;0;6.2
27.3;44;0;7.5
23.7;39;0;8.7
25.5;40;24.6;10.3
23.7;82;0;0
23.2;64;0;6.4
24.5;56;0;8.4
21;79;7.4;14.8
21.3;58;0;8.2
23.6;49;0;6.7
23.8;53;0;7.8
23.9;53;0;8.2
24;51;0;7.1
24;63;0;6
24;63;0;6.7
24.8;57;0;7.8
25;49;0;11.8
25.4;46;0;7.5
27.1;53;0;6.8
21.7;63;0;4.9
25.9;54;0;4.5
26.1;76;49;8.5
23;76;0;6.5
25;68;0;8
22.4;76;0;5.4
24.6;64;0;7.1
24.7;57;0;8.5
26.1;52;0;9.8
28.2;55;0;5.8
29.8;43;0;6.9
28.2;63;0;6.5
27;58;0;7
27.1;38;0;6.6
27.6;40;0;4.1
27.7;45;0;8.2
27.4;39;0;5.4
29.3;28;0;4.9
30.7;33;0;4.3
31.3;29;0;9.3
31.5;36;0;8.1
28.7;43;0;5.8
