temperature;humidity;precipitation;windSpeed
23.0;82;5.2;7.4
21.4;91;5.0;7.5
17.9;77;0;6.3
19.5;83;0;7.0
20.9;87;0;7.8
21.4;86;0;8.1
25.5;77;0;8.1
26.4;84;102.5;10.0
21.7;94;55.7;10.0
24.1;96;27.4;14.1
21.0;77;36.9;5.0
19.6;66;0;4.1
20.0;67;0;6.8
14.9;87;0;6.8
15.3;61;0;17.3
12.2;66;0;5.7
14.1;76;0;4.6
16.2;75;0;9.8
20.1;69;0;5.7
19.2;77;0;8.5
16.2;76;0;4.4
20.3;65;0;5.0
19.5;77;0;5.7
21.2;84;0.2;6.3
18.8;77;0;6.7
18.5;64;0;5.5
19.5;60;0;5.5
19.1;60;0;7.6
15.8;70;0;10.5
15.6;80;0;5.1
19.8;80;0;5.4
19.6;87;0;5.3
17.4;90;0;7.3
17.2;84;0;4.7
18.2;80;0;8.6
19.4;85;0;4.0
22.0;84;0;4.8
17.1;91;0;5.3
16.5;84;0;4.7
19.1;82;0;3.6
16.8;82;0;6.3
13.9;75;0;5.4
15.9;85;2.1;5.5
16.4;90;3.2;2.0
16.5;94;0;1.1
16.1;97;0;6.3
17.2;91;0;5.7
21.5;82;0;7.9
20.2;83;0;7.8
14.5;69;6.5;5.7
14.0;56;0;6.4
15.2;69;0;9.1
15.0;86;8.7;15.5
14.4;94;6.5;17.5
10.4;83;0;11.4
10.3;82;0;3.8
10.6;80;0;6.0
13.3;79;0;2.4
13.8;81;0;5.2
14.5;78;0;4.6
14.3;80;0;10.1
14.7;79;0;11.3
15.8;95;3.0;6.1
14.0;96;0.2;5.8
13.0;76;0;3.0
13.9;74;0;9.8
14.8;66;0;15.9
16.4;79;0;6.1
11.5;88;0;7.4
11.6;72;0;7.3
14.6;79;0;5.5
10.7;65;0;7.6
15.1;72;0;6.0
14.9;68;0;13.1
17.9;87;0.1;19.4
16.4;85;8.1;18.0
9.4;76;0;6.1
9.2;70;0;8.8
10.5;92;0;4.9
12.9;88;0;5.0
11.0;68;0;3.9
11.1;73;0;5.4
9.1;69;0;5.4
10.6;68;0;9.3
13.7;61;0;9.6
18.6;83;0;5.5
18.4;90;0;5.2
14.8;90;0;5.0
14.1;82;0;5.8
11.6;85;0;7.9
10.8;79;0;7.1
10.6;71;0;4.3
10.4;68;0;4.0
10.8;72;0;6.4
9.9;81;0;9.4
12.8;68;0;2.9
15.0;66;0;8.4
15.7;82;0;12.3
11.3;83;17.3;17.6
9.0;72;0;4.1
12.7;58;0;3.9
12.6;63;0;6.5
13.2;79;0;5.8
9.0;94;0;7.6
15.5;84;0;10.4
16.2;98;20.6;5.8
16.5;90;0.4;9.7
20.5;77;0;14.0
15.2;84;0;9.8
12.2;94;0;5.9
12.2;84;0;7.6
13.0;81;0.2;4.2
15.8;67;0;7.0
15.1;69;0;11.4
16.1;74;0;7.7
14.9;96;15.5;14.6
11.4;73;0;12.4
7.8;62;0;4.3
8.5;62;0;4.6
8.9;70;0;7.8
10.0;68;0;10.1
11.7;75;0;10.8
17.2;88;0;7.1
19.9;88;0;8.0
18.0;93;0;4.3
19.5;90;0;12.3
23.6;81;0;2.2
19.5;75;0;10.9
12.6;52;0;8.1
12.3;53;0;13.3
17.8;68;0;15.8
12.8;53;0;5.1
12.6;62;0;5.6
12.3;75;0;8.8
14.0;85;0;6.2
11.6;80;0;5.4
9.8;64;0;7.1
9.9;53;0;5.2
11.3;54;0;11.1
12.2;59;0;7.1
17.3;71;0;4.0
20.2;78;0;5.4
20.3;75;0;8.7
21.8;70;0;9.6
22.8;65;0;11.4
25.6;58;0;11.3
25.0;57;0;10.4
24.7;72;0;14.3
14.5;69;0;19.0
11.3;62;0;19.5
8.0;71;0;6.9
9.4;74;0;5.9
11.5;58;0;7.9
13.5;56;0;8.0
17.3;57;0;6.4
16.7;61;0;7.9
19.4;49;0;12.1
19.9;70;0;9.4
19.0;76;0;12.7
16.4;91;14.8;10.7
19.5;87;11.9;11.9
16.5;77;20.7;6.9
17.2;63;0;8.6
19.7;75;0;14.1
19.3;79;0.2;13.0
13.7;65;0.8;5.4
12.8;58;0;6.4
15.6;70;0;7.3
12.7;97;16.5;3.8
15.3;98;9.7;10.7
15.7;78;0.3;6.4
16.3;68;0;7.8
18.4;68;0;6.1
17.7;76;0;4.0
16.9;77;0;5.6
17.9;65;0;7.9
17.8;66;0;12.2
17.7;66;0;10.0
16.3;86;5.4;8.9
14.3;69;0.2;10.8
19.7;76;0;9.4
14.7;62;0;7.7
15.3;47;0;12.2
20.2;81;0;5.4
19.7;72;0;8.1
19.3;68;0;6.4
17.3;65;0;8.5
15.8;63;0;14.0
16.1;77;3.4;16.0
19.2;80;21.8;15.2
16.4;95;4.0;4.8
19.3;75;0;3.2
21.6;63;0;8.0
22.1;81;0;8.6
21.8;89;10.0;15.0
14.1;73;6.5;6.7
15.4;72;0;3.4
19.3;72;0;4.6
19.9;63;0;6.0
21.3;58;0;9.2
21.4;75;0;9.4
24.7;77;0;8.4
24.0;71;0;9.0
21.4;93;11.0;7.6
19.8;66;0;6.8
21.0;53;0;8.0
21.6;53;0;9.5
22.9;57;0;9.0
25.8;55;0;6.0
26.8;52;0;5.3
26.3;53;0;7.2
26.0;59;0;11.6
29.5;62;0;11.6
28.8;65;0;10.2
25.1;76;0;8.5
22.6;67;0;7.6
19.4;84;13.5;7.8
16.1;92;13.9;11.2
15.9;97;2.7;10.5
16.1;91;21.8;11.9
15.4;57;0;6.9
18.9;55;0;8.6
21.1;64;0;5.0
24.0;60;0;5.5
25.7;55;0;4.7
25.9;59;0;6.9
25.5;61;0;9.1
25.0;70;0.8;7.7
22.3;57;0;10.6
18.0;49;0;5.2
20.1;48;0;4.9
24.3;46;0;5.1
25.5;49;0;4.0
25.9;53;0;8.2
26.1;53;0;11.1
20.0;83;5.0;5.5
22.0;70;0;6.7
18.0;86;12.0;4.9
19.2;68;0;5.2
21.4;59;0;9.1
24.0;79;22.8;7.9
21.8;70;0;5.8
21.5;63;0;4.4
23.5;52;0;7.1
23.7;59;0;9.4
28.2;69;14.2;13.8
14.8;94;19.8;15.2
16.8;86;2.5;8.3
18.6;72;0;5.2
23.1;58;0;1.1
24.4;57;0;2.1
24.9;56;0;9.3
27.1;64;0;9.3
24.6;86;8.0;6.5
23.3;82;5.9;5.3
27.2;77;0;7.4
23.1;80;29.5;7.9
20.3;70;0;6.8
22.8;72;0.8;3.7
25.1;60;0;7.7
23.1;64;0;8.4
22.6;71;2.5;6.8
20.8;84;16.5;4.3
24.1;70;0;5.2
25.4;63;0;3.7
25.6;65;0;8.9
20.1;84;22.9;10.7
20.4;60;6.1;10.3
17.0;51;0;8.2
19.6;50;0;4.5
20.7;57;0;6.7
25.8;62;0;6.8
27.2;79;0;8.7
24.2;84;0;3.6
26.0;82;0;4.2
25.9;77;0;7.3
26.2;68;2.9;4.0
26.0;83;0;7.0
