temperature;humidity;precipitation;windSpeed
18.1;69;7.5;10.7
19.2;58;0;6.1
22.2;57;0;4.1
25.3;61;0;3.7
26.8;69;0;8.3
27.8;78;66.0;11.3
23.4;83;7.0;4.2
26.1;78;0;5.5
28.8;77;8.0;4.4
28.0;82;1.0;8.4
25.2;82;10.0;3.7
26.5;79;0;7.7
20.8;93;31.0;4.2
24.7;81;0;4.9
25.9;76;0;6.4
26.8;75;0;2.4
28.1;79;2.6;7.0
26.7;83;42.0;7.4
25.6;92;68.7;9.3
21.9;81;0;7.2
22.8;71;0;7.6
23.3;67;0;7.1
25.2;67;0;5.1
26.9;64;0;4.5
28.1;66;0;5.0
29.3;65;0;5.7
30.1;70;0;5.7
23.1;85;0.8;8.2
22.4;68;0.7;7.6
21.5;66;0;7.0
23.4;57;0;6.9
24.7;66;0;6.1
26.8;69;12.5;5.1
23.1;93;9.8;2.4
27.0;76;0;3.6
28.3;71;0.2;4.8
28.1;69;0;5.0
26.3;66;0;5.4
26.3;80;21.3;6.4
25.3;73;0;6.1
20.7;86;9.1;4.1
23.5;75;0;2.3
25.3;66;0;5.4
22.6;60;0;7.5
23.8;66;0;8.0
24.0;67;0;6.9
26.2;66;0;5.9
24.7;75;7.5;4.1
24.0;90;0.2;8.3
20.3;72;0;7.7
19.0;70;0;5.5
20.5;67;0;4.3
23.5;72;0;5.3
26.5;66;0;4.2
27.3;73;0;7.1
21.7;96;85.8;6.2
23.4;88;0;6.5
25.1;78;0;7.7
22.1;77;3.5;6.6
23.6;90;28.3;5.9
24.1;84;0;5.5
21.3;97;70.9;2.7
23.1;90;0;3.9
25.8;79;0;5.9
26.3;75;0;6.3
26.1;74;0;5.9
25.6;70;0;5.4
25.4;64;0;6.4
27.1;70;0;5.0
26.9;68;0;6.0
25.2;62;0;5.8
25.1;66;0;5.7
24.2;81;0.2;6.7
25.1;84;0;6.0
26.3;73;0;4.9
28.0;64;0;5.2
26.2;62;0;6.3
24.8;67;0;4.3
24.9;76;35.2;7.8
16.1;66;0;6.3
17.6;62;0;5.0
19.0;67;0;5.5
17.0;80;0.6;7.1
16.8;91;2.1;6.3
17.8;74;0;5.2
18.4;64;0;5.7
20.1;63;0;3.6
21.5;62;0;3.9
22.2;71;0;4.4
21.1;62;0;5.6
20.1;61;0;6.6
21.9;63;0;8.9
24.6;57;0;5.5
24.5;71;0;6.0
23.9;72;0;9.9
18.8;58;0;6.8
18.6;57;0;7.6
20.2;61;0;4.3
22.5;62;0;4.9
25.4;68;0;4.6
25.3;69;0;8.0
24.4;66;0;7.0
21.8;71;0;7.9
24.2;77;0;5.4
22.7;67;0;6.8
22.8;71;0;10.3
19.3;68;30.2;5.7
19.1;61;0;8.3
20.8;71;0;5.3
21.9;64;0;6.3
18.3;62;0;5.8
19.5;44;0;5.7
20.0;53;0;4.4
20.9;59;0;4.5
21.5;58;0;7.2
20.6;61;0;6.0
23.8;59;0;4.2
24.6;60;0;7.9
19.5;79;6.2;7.4
21.5;73;0;7.4
21.5;72;0;11.5
17.4;85;82.6;10.8
12.4;57;0;4.4
14.9;59;0;3.4
15.7;53;0;3.8
16.2;76;0;9.2
11.2;71;0;8.0
15.5;60;0;5.9
18.2;76;0;5.1
18.2;78;4.2;6.3
14.9;91;0;7.0
16.9;78;0;8.5
17.9;80;0;5.6
18.4;80;0;6.4
20.0;86;0;4.4
20.9;84;0;7.1
19.4;93;0;9.3
24.3;85;0.7;6.4
23.7;83;0;8.0
